CustomerID,Age,Gender,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Returns,Churn,Occupation,FrequencyOfWebsiteVisits
5030,62,Other,Bronze,103,7213.407662,Electronics,19/02/23,1,1,Student,4
5031,67,Other,Bronze,69,475.220426,Home Goods,7/3/2023,0,1,Engineer,27
5032,22,Female,Platinum,85,8781.02201,Sports,5/3/2023,1,1,Engineer,17
5033,34,Female,Platinum,175,3336.219324,Beauty,28/01/23,1,1,Unemployed,5
5034,34,Male,Gold,23,9235.547864,Electronics,17/08/23,1,0,Artist,7
5035,34,Male,Platinum,13,4109.49283,Home Goods,8/11/2023,1,0,Artist,2
5036,21,Other,Gold,41,8508.827915,Electronics,15/08/23,0,1,Engineer,5
5037,58,Male,Platinum,171,5972.377287,Home Goods,15/03/23,1,0,Engineer,10
5038,20,Other,Platinum,12,1611.687967,Sports,20/07/23,1,1,Artist,15
5039,50,Male,Bronze,165,7696.659069,Electronics,6/3/2023,1,1,Artist,49
5040,24,Other,Gold,64,6474.008134,Sports,18/12/23,0,0,Teacher,1
5041,39,Male,Silver,68,5507.110568,Home Goods,25/06/23,0,1,Engineer,11
5042,46,Female,Platinum,21,8336.630069,Beauty,27/11/23,1,1,Unemployed,23
5043,40,Male,Platinum,126,9047.599973,Beauty,19/06/23,1,0,Engineer,0
5044,45,Male,Bronze,193,8407.705353,Home Goods,2/3/2023,1,0,Teacher,5
5045,67,Female,Silver,168,1208.021886,Electronics,7/4/2023,1,1,Doctor,1
5046,22,Female,Platinum,81,9356.159131,Beauty,8/4/2023,1,0,Unemployed,42
5047,22,Male,Bronze,197,8866.909725,Home Goods,29/07/23,1,0,Retired,20
5048,49,Female,Platinum,28,3898.318054,Sports,21/01/23,0,0,Teacher,11
5049,20,Female,Bronze,57,979.3388625,Books,10/7/2023,1,0,Retired,43
5050,43,Female,Bronze,68,437.718618,Sports,3/9/2023,1,0,Engineer,37
5051,48,Other,Platinum,10,3381.442458,Home Goods,1/5/2023,0,0,Student,47
5052,29,Other,Bronze,137,6536.216724,Electronics,7/3/2023,1,0,Doctor,43
5053,28,Female,Platinum,144,8903.861802,Home Goods,27/01/23,1,1,Student,42
5054,20,Other,Bronze,19,5599.657801,Home Goods,31/01/23,0,1,Doctor,40
5055,29,Female,Gold,178,6033.400909,Electronics,18/03/23,1,1,Unemployed,33
5056,30,Male,Silver,29,9427.899635,Books,7/10/2023,1,1,Retired,24
5057,38,Male,Silver,30,2565.313542,Electronics,18/03/23,0,1,Retired,14
5058,27,Male,Platinum,21,4356.78718,Home Goods,10/8/2023,1,1,Unemployed,26
5059,53,Male,Gold,30,6182.61029,Beauty,15/05/23,1,1,Engineer,5
5060,69,Male,Platinum,156,5349.576479,Books,27/06/23,0,0,Artist,49
5061,24,Female,Silver,115,2626.743877,Beauty,27/02/23,1,1,Artist,12
5062,49,Female,Bronze,148,5962.539785,Sports,14/12/23,1,0,Unemployed,35
5063,45,Male,Silver,161,1117.848442,Home Goods,23/10/23,1,1,Unemployed,15
5064,28,Female,Platinum,65,1008.754123,Clothing,2/9/2023,0,0,Doctor,35
5065,66,Male,Silver,199,3523.54178,Clothing,6/7/2023,1,0,Teacher,10
5066,26,Other,Bronze,90,4254.826964,Sports,22/04/23,0,1,Artist,10
5067,43,Female,Bronze,110,8079.041394,Beauty,7/10/2023,1,1,Doctor,10
5068,55,Male,Silver,45,5686.236026,Clothing,7/3/2023,1,1,Doctor,37
5069,33,Male,Bronze,15,1209.350423,Books,15/08/23,1,1,Engineer,15
5070,44,Female,Bronze,104,3535.61289,Clothing,30/01/23,1,1,Doctor,41
5071,23,Male,Platinum,14,4327.367746,Beauty,26/05/23,0,0,Doctor,44
5072,36,Female,Platinum,188,4144.144966,Sports,9/7/2023,1,0,Teacher,12
5073,18,Other,Silver,96,1640.769474,Home Goods,15/01/23,0,0,Retired,33
5074,54,Female,Bronze,4,3018.614407,Beauty,30/11/23,1,0,Retired,25
5075,50,Female,Platinum,133,8612.197084,Sports,11/8/2023,0,0,Unemployed,35
5076,55,Other,Bronze,115,8564.399459,Electronics,22/04/23,0,1,Retired,7
5077,36,Other,Bronze,98,1172.034646,Home Goods,24/11/23,0,0,Engineer,17
5078,31,Other,Gold,167,8942.416339,Beauty,1/2/2023,0,1,Artist,24
5079,37,Male,Gold,7,9785.820749,Electronics,25/04/23,1,0,Unemployed,28
5080,20,Other,Platinum,108,2110.673438,Sports,15/08/23,0,0,Artist,7
5081,65,Female,Bronze,88,827.3840219,Beauty,9/5/2023,1,1,Student,37
5082,58,Male,Bronze,108,6024.242607,Clothing,4/2/2023,1,1,Retired,44
5083,59,Male,Gold,2,9761.445939,Home Goods,1/9/2023,1,1,Doctor,13
5084,18,Other,Silver,2,175.8966756,Books,25/02/23,1,1,Engineer,12
5085,56,Other,Bronze,84,7343.098852,Home Goods,22/07/23,1,0,Student,18
5086,18,Other,Platinum,181,6892.84495,Beauty,28/11/23,1,0,Artist,40
5087,27,Male,Bronze,58,7617.959232,Books,17/10/23,0,1,Teacher,8
5088,67,Other,Gold,125,5842.343888,Beauty,19/01/23,1,1,Teacher,1
5089,21,Other,Gold,15,4446.695683,Clothing,26/07/23,1,1,Artist,30
5090,23,Other,Bronze,176,9152.158727,Home Goods,18/03/23,1,0,Student,27
5091,35,Other,Gold,16,2641.255323,Beauty,27/04/23,1,1,Doctor,38
5092,36,Other,Gold,8,7565.214761,Books,13/03/23,0,0,Engineer,0
5093,63,Male,Platinum,38,5909.798517,Sports,2/8/2023,1,0,Retired,10
5094,29,Male,Platinum,78,5011.764914,Beauty,21/04/23,0,0,Teacher,34
5095,18,Female,Platinum,178,665.956851,Sports,5/11/2023,1,1,Teacher,43
5096,56,Female,Silver,181,9834.535428,Beauty,3/12/2023,1,1,Unemployed,31
5097,62,Female,Gold,55,4458.78857,Home Goods,2/5/2023,0,0,Retired,49
5098,59,Male,Bronze,50,9298.332025,Clothing,15/04/23,0,0,Student,6
5099,35,Other,Gold,185,280.564144,Sports,14/07/23,1,1,Artist,32
5100,62,Other,Bronze,56,2756.398096,Beauty,5/6/2023,1,0,Unemployed,3
5101,36,Other,Bronze,95,3629.378775,Books,5/10/2023,1,0,Engineer,14
5102,24,Female,Platinum,102,724.7890564,Beauty,13/10/23,1,1,Artist,19
5103,33,Male,Gold,71,4564.871779,Electronics,20/05/23,1,0,Doctor,1
5104,57,Female,Silver,103,5083.953866,Books,1/5/2023,0,0,Engineer,27
5105,18,Female,Bronze,85,9593.723898,Electronics,22/10/23,0,1,Retired,30
5106,55,Female,Gold,130,1746.532158,Electronics,15/02/23,0,1,Retired,44
5107,54,Other,Platinum,27,9308.701396,Beauty,23/02/23,0,0,Teacher,30
5108,25,Other,Platinum,28,9066.405354,Home Goods,16/03/23,0,0,Teacher,38
5109,63,Other,Bronze,70,5912.151347,Electronics,13/08/23,1,0,Artist,1
5110,29,Female,Bronze,163,1443.981046,Electronics,16/11/23,0,0,Engineer,27
5111,22,Female,Bronze,113,3089.392635,Books,25/09/23,1,0,Artist,6
5112,24,Male,Silver,19,2384.930695,Beauty,26/07/23,1,1,Retired,23
5113,56,Other,Bronze,23,7942.19637,Clothing,21/08/23,0,0,Doctor,3
5114,58,Female,Gold,149,9026.575459,Home Goods,24/01/23,1,1,Engineer,33
5115,24,Male,Gold,20,9041.593115,Sports,14/07/23,1,1,Engineer,27
5116,34,Female,Gold,148,6597.643805,Home Goods,10/8/2023,1,1,Unemployed,19
5117,52,Female,Bronze,74,8476.882001,Electronics,22/07/23,1,1,Retired,46
5118,34,Female,Silver,106,6891.609776,Home Goods,19/07/23,0,1,Doctor,19
5119,50,Male,Platinum,115,4930.469472,Home Goods,30/12/23,1,1,Unemployed,5
5120,46,Male,Silver,86,5208.830386,Beauty,10/4/2023,0,1,Doctor,21
5121,54,Male,Gold,45,6559.590668,Beauty,15/12/23,0,0,Artist,26
5122,50,Other,Platinum,95,1523.042604,Electronics,2/3/2023,0,1,Artist,0
5123,67,Male,Gold,53,3841.27654,Home Goods,31/10/23,1,0,Student,11
5124,66,Other,Bronze,111,1329.73362,Clothing,12/12/2023,0,1,Doctor,47
5125,26,Female,Silver,18,8249.142595,Clothing,17/03/23,0,0,Teacher,12
5126,39,Other,Bronze,64,4152.778648,Clothing,30/10/23,0,0,Artist,36
5127,68,Male,Gold,117,4407.843119,Home Goods,29/10/23,1,1,Student,24
5128,42,Other,Gold,56,2687.556127,Sports,14/06/23,0,0,Student,12
5129,34,Male,Platinum,122,902.2148994,Home Goods,6/5/2023,1,0,Retired,37
5130,39,Female,Gold,27,7625.052366,Books,7/1/2023,0,0,Teacher,27
5131,28,Male,Platinum,159,3386.572332,Home Goods,8/9/2023,0,0,Retired,37
5132,50,Male,Silver,48,1329.32112,Home Goods,18/12/23,1,0,Doctor,28
5133,26,Other,Silver,26,9070.315453,Sports,18/06/23,1,0,Teacher,40
5134,55,Male,Gold,58,6292.254803,Sports,17/05/23,0,0,Unemployed,33
5135,24,Male,Gold,84,4047.643841,Beauty,15/11/23,0,1,Doctor,33
5136,44,Other,Gold,39,3159.768593,Sports,11/4/2023,1,1,Engineer,1
5137,60,Other,Bronze,29,2803.420337,Books,3/9/2023,1,1,Teacher,8
5138,45,Male,Bronze,118,4732.683022,Beauty,13/11/23,0,1,Unemployed,34
5139,63,Male,Silver,199,124.4420716,Clothing,1/9/2023,0,0,Retired,49
5140,43,Other,Platinum,164,6448.532559,Home Goods,27/03/23,1,0,Engineer,10
5141,38,Female,Silver,1,4112.48407,Home Goods,13/07/23,0,1,Teacher,16
5142,38,Other,Gold,89,7522.505032,Books,3/5/2023,1,1,Doctor,34
5143,31,Other,Gold,10,5822.778617,Books,12/3/2023,1,0,Retired,9
5144,52,Male,Silver,148,8298.08138,Home Goods,26/08/23,1,0,Teacher,1
5145,22,Other,Silver,29,9608.713208,Clothing,28/07/23,0,1,Retired,17
5146,66,Other,Bronze,40,4837.717683,Sports,11/4/2023,1,1,Student,45
5147,32,Female,Silver,102,9846.981512,Beauty,9/2/2023,0,1,Student,38
5148,42,Male,Gold,16,8943.487713,Clothing,27/05/23,0,1,Unemployed,18
5149,19,Male,Silver,17,9196.143973,Electronics,12/6/2023,1,1,Engineer,5
5150,57,Female,Bronze,161,5917.842286,Electronics,17/10/23,1,0,Teacher,3
5151,61,Other,Gold,180,3839.924936,Sports,28/03/23,0,0,Unemployed,40
5152,31,Female,Silver,92,8475.916959,Beauty,10/7/2023,0,0,Retired,2
5153,54,Other,Silver,184,3700.841721,Beauty,18/12/23,1,0,Student,30
5154,51,Other,Platinum,60,8028.842254,Sports,20/11/23,0,1,Artist,33
5155,30,Female,Silver,196,3570.791889,Electronics,21/05/23,1,0,Unemployed,45
5156,34,Male,Platinum,135,6947.675919,Clothing,3/8/2023,0,0,Student,25
5157,23,Male,Bronze,84,7177.038205,Clothing,31/10/23,1,1,Doctor,32
5158,51,Other,Platinum,178,349.8868091,Home Goods,26/02/23,0,0,Artist,48
5159,49,Male,Platinum,26,4567.346361,Home Goods,10/11/2023,1,0,Retired,16
5160,26,Female,Gold,86,1923.667782,Electronics,19/10/23,0,1,Artist,35
5161,51,Female,Gold,7,8839.952076,Beauty,19/10/23,0,0,Unemployed,2
5162,18,Female,Silver,68,9493.34188,Electronics,24/03/23,0,1,Artist,23
5163,50,Female,Bronze,171,4880.041204,Clothing,2/10/2023,0,1,Engineer,1
5164,49,Female,Gold,104,2378.863253,Clothing,8/12/2023,0,1,Unemployed,45
5165,20,Male,Platinum,71,902.4835611,Home Goods,31/01/23,1,1,Unemployed,19
5166,60,Other,Gold,116,7205.378879,Sports,30/06/23,0,1,Engineer,14
5167,45,Female,Platinum,195,6794.951356,Beauty,20/02/23,1,1,Retired,13
5168,34,Other,Bronze,106,8163.625978,Sports,27/05/23,1,0,Engineer,41
5169,41,Other,Gold,22,1120.183421,Beauty,11/9/2023,0,1,Teacher,15
5170,20,Female,Silver,108,4763.948434,Beauty,12/8/2023,1,0,Student,49
5171,25,Other,Platinum,164,831.640077,Beauty,20/05/23,1,1,Doctor,2
5172,55,Male,Platinum,122,8982.3704,Beauty,27/08/23,0,1,Doctor,43
5173,63,Other,Platinum,50,4376.776493,Sports,25/12/23,0,0,Teacher,39
5174,38,Other,Silver,90,9313.172344,Clothing,19/05/23,0,0,Unemployed,9
5175,18,Female,Bronze,17,2298.709257,Clothing,17/05/23,0,0,Artist,27
5176,25,Male,Bronze,90,8214.657024,Home Goods,12/1/2023,1,1,Retired,41
5177,43,Female,Platinum,157,8519.695702,Sports,22/03/23,1,1,Artist,7
5178,42,Female,Platinum,122,2539.530364,Home Goods,15/10/23,1,0,Doctor,35
5179,19,Male,Bronze,50,5977.873965,Books,1/11/2023,1,1,Artist,26
5180,53,Female,Bronze,61,8277.927001,Electronics,14/03/23,1,0,Student,12
5181,48,Other,Platinum,103,4518.145064,Beauty,8/3/2023,0,0,Engineer,27
5182,52,Male,Gold,153,8850.014762,Sports,29/04/23,0,0,Unemployed,17
5183,46,Male,Gold,168,1312.879929,Clothing,8/9/2023,0,0,Unemployed,7
5184,52,Female,Gold,83,8555.819876,Home Goods,23/09/23,1,0,Retired,37
5185,39,Male,Gold,125,3337.744846,Home Goods,19/09/23,1,0,Engineer,37
5186,41,Female,Silver,143,4873.277559,Home Goods,12/6/2023,1,0,Teacher,25
5187,35,Other,Platinum,92,1332.978,Clothing,21/01/23,1,0,Retired,13
5188,23,Female,Gold,137,9267.110344,Beauty,4/1/2023,0,1,Engineer,48
5189,21,Female,Platinum,3,5272.380452,Clothing,20/12/23,1,0,Doctor,39
5190,43,Male,Platinum,192,5386.927578,Beauty,13/05/23,0,0,Doctor,36
5191,39,Male,Silver,183,3396.84873,Books,9/3/2023,0,1,Retired,30
5192,24,Female,Silver,150,3200.622408,Sports,18/06/23,1,1,Engineer,32
5193,37,Other,Gold,115,9781.044082,Electronics,18/06/23,1,1,Doctor,0
5194,40,Female,Gold,47,1382.310137,Sports,13/03/23,0,1,Teacher,11
5195,41,Other,Gold,138,6211.061233,Home Goods,14/04/23,0,0,Retired,39
5196,39,Female,Gold,35,9746.738529,Electronics,3/2/2023,0,1,Artist,14
5197,30,Male,Gold,34,8674.550582,Beauty,23/09/23,0,1,Retired,3
5198,40,Other,Platinum,140,7694.20768,Sports,5/10/2023,1,0,Student,19
5199,28,Female,Platinum,100,6657.612889,Home Goods,24/08/23,0,1,Engineer,16
5200,32,Other,Platinum,119,2010.890294,Home Goods,17/07/23,1,0,Teacher,2
5201,62,Other,Silver,73,2283.908453,Sports,26/10/23,0,1,Teacher,27
5202,59,Female,Silver,19,7297.171571,Books,23/07/23,1,0,Unemployed,26
5203,23,Other,Silver,32,1804.515182,Books,13/07/23,0,1,Engineer,11
5204,57,Female,Silver,66,8187.291931,Electronics,8/5/2023,1,1,Artist,0
5205,69,Female,Silver,50,7845.301642,Electronics,14/05/23,1,1,Doctor,10
5206,28,Other,Platinum,159,645.0409233,Home Goods,2/5/2023,1,1,Doctor,49
5207,44,Female,Gold,39,2080.936791,Beauty,10/7/2023,0,0,Doctor,16
5208,44,Male,Gold,46,515.9388947,Beauty,11/9/2023,1,0,Retired,5
5209,37,Other,Silver,1,6660.198646,Sports,6/11/2023,1,1,Doctor,0
5210,64,Male,Bronze,177,4671.975687,Books,12/8/2023,0,0,Retired,0
5211,34,Male,Gold,27,1193.603033,Home Goods,17/04/23,0,0,Artist,25
5212,19,Male,Gold,101,8664.679033,Home Goods,13/09/23,1,1,Doctor,42
5213,37,Male,Platinum,127,4777.82289,Beauty,14/08/23,0,1,Student,39
5214,32,Male,Gold,111,5784.662805,Clothing,4/3/2023,1,0,Teacher,1
5215,27,Male,Silver,119,2904.317303,Sports,5/6/2023,1,1,Retired,20
5216,62,Female,Gold,135,2359.628918,Home Goods,10/9/2023,1,0,Unemployed,19
5217,53,Female,Gold,62,3051.33662,Sports,7/12/2023,0,0,Teacher,26
5218,53,Other,Bronze,6,1247.137657,Clothing,3/6/2023,1,0,Teacher,37
5219,26,Male,Bronze,67,5471.20349,Sports,23/01/23,1,0,Unemployed,24
5220,44,Female,Bronze,91,2222.904061,Clothing,23/11/23,0,1,Unemployed,43
5221,69,Male,Platinum,164,1446.347982,Books,7/2/2023,0,0,Artist,3
5222,58,Other,Silver,149,7619.971277,Sports,26/11/23,1,1,Teacher,19
5223,63,Female,Silver,122,1073.49519,Sports,4/9/2023,0,0,Artist,44
5224,31,Female,Gold,182,1570.267154,Home Goods,29/03/23,1,1,Unemployed,30
5225,43,Female,Gold,78,5202.214145,Books,22/06/23,0,0,Artist,0
5226,62,Male,Bronze,43,5032.158961,Electronics,13/06/23,0,0,Engineer,43
5227,32,Male,Bronze,27,1591.966005,Books,10/6/2023,1,0,Artist,35
5228,66,Female,Silver,81,396.917917,Books,21/10/23,0,1,Retired,49
5229,31,Male,Platinum,162,5068.720136,Books,29/12/23,1,1,Doctor,6
5230,24,Other,Bronze,87,4468.972769,Beauty,12/3/2023,1,1,Engineer,6
5231,61,Female,Silver,150,9870.728896,Home Goods,1/10/2023,1,1,Engineer,8
5232,26,Female,Gold,150,7583.171159,Electronics,26/03/23,0,1,Student,3
5233,56,Male,Gold,54,1039.414211,Electronics,19/03/23,0,1,Student,38
5234,69,Male,Gold,54,9292.194025,Home Goods,29/12/23,0,0,Student,11
5235,32,Other,Platinum,150,2765.959899,Books,21/02/23,0,1,Teacher,7
5236,64,Female,Silver,15,8468.737739,Beauty,24/09/23,0,1,Teacher,17
5237,46,Other,Bronze,127,743.2715713,Electronics,23/01/23,0,1,Student,34
5238,47,Other,Bronze,50,4324.874125,Clothing,26/02/23,1,1,Artist,46
5239,49,Female,Silver,107,4107.531075,Clothing,18/03/23,0,0,Teacher,34
5240,48,Other,Silver,135,5158.20466,Electronics,18/03/23,0,0,Artist,16
5241,26,Female,Gold,199,6562.487716,Beauty,23/10/23,1,0,Teacher,37
5242,61,Male,Gold,147,879.5314902,Electronics,25/10/23,0,1,Teacher,41
5243,20,Female,Platinum,131,8042.372989,Clothing,17/01/23,0,1,Unemployed,29
5244,33,Male,Platinum,113,563.4146229,Sports,28/12/23,0,1,Retired,29
5245,46,Male,Gold,112,1082.698735,Clothing,25/01/23,1,0,Artist,7
5246,52,Male,Platinum,185,8118.073171,Beauty,16/05/23,1,1,Doctor,49
5247,55,Other,Silver,119,8724.832485,Electronics,30/05/23,1,0,Student,22
5248,60,Other,Silver,53,3350.261768,Home Goods,25/11/23,1,0,Engineer,6
5249,56,Male,Bronze,174,7709.132601,Books,9/4/2023,0,0,Teacher,37
5250,55,Other,Silver,31,3846.680864,Home Goods,20/12/23,0,1,Artist,0
5251,42,Other,Gold,124,4905.913605,Beauty,20/12/23,0,0,Student,38
5252,23,Female,Gold,80,1680.313044,Beauty,24/03/23,1,1,Retired,34
5253,32,Female,Silver,146,1101.778895,Sports,28/04/23,0,1,Doctor,44
5254,52,Male,Gold,25,1587.668057,Home Goods,30/11/23,0,0,Teacher,30
5255,29,Female,Bronze,103,2172.985772,Sports,31/08/23,1,0,Unemployed,39
5256,34,Male,Bronze,137,8738.051788,Beauty,24/03/23,0,1,Student,26
5257,49,Other,Gold,5,332.002755,Electronics,17/02/23,0,0,Unemployed,33
5258,68,Other,Silver,11,1934.152409,Clothing,24/10/23,0,0,Retired,9
5259,30,Male,Bronze,94,3301.175853,Home Goods,28/04/23,1,0,Retired,48
5260,18,Other,Platinum,42,4175.029809,Clothing,31/08/23,0,1,Unemployed,16
5261,52,Female,Gold,73,4031.02684,Books,30/06/23,0,0,Artist,11
5262,18,Female,Bronze,169,8264.533474,Home Goods,12/12/2023,1,1,Unemployed,43
5263,34,Male,Silver,48,3468.520906,Clothing,29/06/23,1,1,Artist,6
5264,22,Female,Silver,20,3853.280243,Books,20/05/23,1,1,Engineer,24
5265,54,Female,Bronze,45,500.3940593,Sports,5/12/2023,0,1,Student,7
5266,21,Other,Platinum,198,8441.694459,Sports,5/1/2023,0,1,Student,46
5267,23,Male,Silver,42,5774.556325,Clothing,2/12/2023,1,0,Artist,36
5268,48,Male,Gold,151,7991.140226,Sports,8/6/2023,1,1,Engineer,41
5269,68,Other,Bronze,4,2748.206224,Electronics,11/9/2023,0,0,Artist,48
5270,60,Male,Bronze,164,1924.44908,Home Goods,24/12/23,1,1,Teacher,10
5271,38,Other,Gold,104,366.8857808,Beauty,24/08/23,0,0,Artist,34
5272,66,Male,Gold,175,6414.306908,Beauty,20/11/23,1,0,Student,15
5273,63,Male,Bronze,143,5071.965819,Clothing,30/04/23,1,0,Artist,8
5274,33,Male,Bronze,182,3280.01849,Electronics,12/4/2023,1,1,Doctor,4
5275,55,Other,Gold,139,734.8438546,Clothing,27/04/23,0,0,Engineer,19
5276,59,Other,Gold,6,7586.946802,Electronics,22/03/23,0,0,Engineer,29
5277,46,Other,Bronze,167,3883.459645,Sports,26/09/23,1,0,Retired,7
5278,45,Female,Bronze,123,4054.071886,Electronics,7/6/2023,1,1,Unemployed,33
5279,63,Male,Platinum,55,1577.003517,Electronics,17/06/23,1,0,Student,1
5280,51,Female,Bronze,49,8844.059642,Clothing,29/12/23,1,1,Artist,38
5281,29,Female,Gold,147,2292.07507,Beauty,18/09/23,0,1,Artist,19
5282,45,Male,Platinum,145,909.3032172,Electronics,9/10/2023,1,0,Artist,2
5283,52,Other,Bronze,17,8982.743958,Clothing,14/08/23,0,0,Teacher,20
5284,42,Male,Gold,116,3911.664713,Home Goods,7/9/2023,1,0,Artist,8
5285,31,Female,Bronze,61,4340.943787,Clothing,1/8/2023,1,1,Retired,42
5286,25,Other,Bronze,128,7496.530152,Beauty,20/03/23,0,0,Unemployed,41
5287,42,Male,Bronze,185,2336.322675,Home Goods,26/07/23,1,0,Student,41
5288,19,Male,Platinum,38,7002.841383,Home Goods,7/11/2023,1,1,Unemployed,20
5289,53,Male,Silver,17,287.0339251,Books,29/06/23,0,0,Doctor,12
5290,36,Male,Bronze,187,660.6037407,Sports,14/05/23,1,0,Teacher,22
5291,64,Other,Silver,199,3154.698199,Home Goods,19/02/23,0,0,Student,32
5292,58,Other,Platinum,96,8760.669409,Home Goods,27/10/23,1,1,Artist,35
5293,19,Other,Platinum,168,4180.59465,Electronics,19/08/23,1,1,Retired,7
5294,60,Other,Bronze,192,6640.833252,Books,17/03/23,1,1,Doctor,16
5295,45,Other,Bronze,153,3845.979658,Books,26/02/23,1,0,Unemployed,14
5296,33,Other,Platinum,118,3207.510056,Sports,12/1/2023,0,0,Student,6
5297,33,Female,Platinum,76,9067.35798,Books,27/03/23,1,1,Retired,46
5298,59,Female,Bronze,54,9172.977679,Clothing,22/10/23,0,1,Artist,29
5299,31,Other,Silver,186,1759.668309,Beauty,9/10/2023,1,0,Doctor,29
5300,24,Other,Bronze,49,5640.973109,Sports,18/01/23,1,1,Retired,20
5301,50,Other,Bronze,2,8985.275671,Electronics,16/04/23,1,1,Student,42
5302,46,Female,Gold,174,2120.175249,Clothing,20/04/23,1,0,Engineer,27
5303,24,Other,Platinum,99,3928.258154,Books,10/5/2023,0,1,Retired,21
5304,32,Other,Bronze,111,7121.029738,Electronics,25/03/23,1,1,Teacher,29
5305,49,Female,Platinum,59,5259.678737,Books,17/03/23,0,1,Doctor,39
5306,24,Other,Platinum,88,7212.93547,Books,15/12/23,0,1,Student,5
5307,51,Male,Bronze,110,910.1767253,Clothing,15/08/23,1,1,Retired,35
5308,64,Female,Bronze,53,7761.680994,Beauty,21/05/23,1,0,Unemployed,37
5309,44,Female,Silver,49,5701.008796,Books,2/5/2023,1,0,Doctor,48
5310,69,Female,Gold,172,7012.299316,Clothing,30/06/23,1,0,Engineer,30
5311,50,Female,Bronze,102,8852.709428,Home Goods,18/11/23,0,1,Retired,40
5312,64,Female,Gold,159,1249.127701,Electronics,27/11/23,1,0,Artist,22
5313,49,Female,Gold,123,1899.695464,Sports,27/05/23,0,0,Student,12
5314,25,Female,Gold,61,9566.539833,Home Goods,18/04/23,0,0,Unemployed,20
5315,67,Female,Bronze,199,2885.152208,Electronics,1/12/2023,0,1,Artist,24
5316,57,Female,Gold,107,2225.685781,Home Goods,3/10/2023,0,1,Artist,11
5317,19,Other,Platinum,58,5162.589223,Home Goods,28/12/23,0,1,Student,20
5318,23,Male,Platinum,66,1229.338942,Books,26/12/23,0,0,Retired,49
5319,55,Male,Gold,25,9684.931163,Books,1/12/2023,0,0,Unemployed,23
5320,45,Male,Silver,43,4771.700899,Books,23/03/23,0,0,Unemployed,19
5321,56,Other,Gold,140,8200.50934,Books,2/12/2023,0,1,Artist,18
5322,63,Male,Platinum,36,9082.967224,Sports,2/2/2023,1,0,Student,4
5323,41,Female,Platinum,194,3697.416356,Clothing,5/2/2023,0,0,Unemployed,28
5324,30,Other,Silver,29,878.6010552,Clothing,19/05/23,1,1,Doctor,48
5325,27,Other,Bronze,153,1351.128779,Clothing,24/01/23,0,1,Engineer,17
5326,47,Female,Silver,126,5824.921408,Electronics,21/07/23,1,1,Engineer,11
5327,47,Other,Platinum,91,7003.565943,Beauty,21/05/23,0,0,Unemployed,7
5328,31,Female,Platinum,137,2871.751617,Electronics,1/1/2023,0,0,Doctor,39
5329,41,Female,Silver,44,3259.797535,Clothing,9/9/2023,0,1,Student,46
5330,42,Other,Platinum,75,529.1059402,Books,11/5/2023,1,1,Artist,28
5331,27,Other,Platinum,175,8477.576926,Electronics,30/01/23,1,0,Student,8
5332,22,Female,Bronze,116,6542.993692,Home Goods,12/1/2023,1,0,Engineer,3
5333,55,Male,Bronze,177,7547.187893,Beauty,3/6/2023,0,1,Engineer,37
5334,29,Female,Gold,14,4529.33806,Electronics,5/3/2023,1,1,Unemployed,40
5335,40,Female,Silver,87,9729.25982,Books,4/12/2023,1,1,Retired,42
5336,42,Female,Gold,7,5357.944788,Home Goods,2/12/2023,0,1,Unemployed,24
5337,55,Other,Bronze,48,3610.861452,Beauty,26/11/23,1,0,Unemployed,33
5338,58,Male,Platinum,75,5983.466145,Beauty,19/04/23,1,0,Artist,40
5339,58,Other,Gold,39,4953.937015,Books,10/4/2023,1,1,Student,24
5340,52,Male,Bronze,99,3160.515811,Home Goods,29/05/23,1,0,Teacher,8
5341,64,Male,Platinum,34,3212.625015,Electronics,19/08/23,1,1,Retired,23
5342,51,Other,Silver,71,9961.144511,Clothing,3/11/2023,1,0,Engineer,26
5343,31,Male,Gold,73,7353.395864,Sports,15/04/23,1,1,Retired,44
5344,51,Other,Silver,123,9109.902873,Books,4/10/2023,1,1,Engineer,11
5345,25,Male,Platinum,155,173.0457186,Books,21/10/23,1,0,Retired,43
5346,30,Female,Platinum,133,8034.463283,Sports,1/1/2023,1,0,Artist,35
5347,27,Other,Platinum,43,7046.596242,Books,20/05/23,0,0,Unemployed,33
5348,64,Female,Bronze,38,1750.999251,Home Goods,5/1/2023,1,1,Unemployed,8
5349,47,Female,Gold,192,7984.577385,Books,1/9/2023,1,0,Student,11
5350,30,Other,Gold,49,7614.859491,Sports,23/09/23,1,0,Unemployed,49
5351,66,Other,Silver,172,7500.525307,Electronics,8/3/2023,1,1,Doctor,2
5352,53,Other,Silver,41,5499.662678,Sports,15/12/23,0,1,Retired,17
5353,52,Other,Platinum,146,2047.350189,Clothing,22/09/23,0,1,Teacher,26
5354,19,Other,Bronze,150,5150.120396,Clothing,16/12/23,1,1,Teacher,41
5355,35,Other,Silver,176,5379.892817,Sports,1/5/2023,1,0,Student,19
5356,61,Male,Gold,18,5324.43876,Books,8/5/2023,1,0,Teacher,22
5357,66,Other,Bronze,35,7914.675075,Beauty,5/5/2023,0,1,Retired,32
5358,27,Other,Gold,145,8521.803688,Beauty,18/04/23,0,1,Teacher,34
